YEAR,MONTH,PRCP,TMAX,TMIN,TMED,TSUN
2009,0,61,5.4,-0.7,2.3,66.49
2009,1,51.1,6.5,0.2,3.4,67.16
2009,2,34.3,10.1,1.8,6.0,158.21
2009,3,30.8,13.8,3.8,8.8,148.69
2009,4,43.5,15.9,5.5,10.7,231.99
2009,5,39.5,18.3,7.9,13.1,180.16
2009,6,154.1,20.0,10.1,15.0,149.69
2009,7,82.7,19.8,10.2,15.0,141.04
2009,8,53.8,17.1,8.0,12.5,104.0
2009,9,43.9,13.5,5.5,9.5,88.83
2009,10,151.2,9.3,2.9,6.1,63.43
2009,11,92.7,3.9,-2.4,0.7,50.65
2010,0,69.6,3.1,-3.1,0.0,58.87
2010,1,64.8,4.1,-2.4,0.9,56.22
2010,2,88.6,8.9,0.7,4.8,95.14
2010,3,15.7,13.0,2.8,7.9,160.46
2010,4,27.4,14.5,4.6,9.6,200.67
2010,5,15.3,19.6,8.3,14.0,176.31
2010,6,89.4,19.8,10.3,15.0,123.79
2010,7,51.1,18.6,8.4,13.5,145.97
2010,8,88.2,17.1,8.2,12.7,124.65
2010,9,57.3,12.4,4.8,8.6,94.84
2010,10,134,6.5,0.2,3.3,70.11
2010,11,47.6,1.5,-6.3,-2.4,58.95
2011,0,63.4,5.2,-0.9,2.2,62.74
2011,1,90.8,7.7,1.3,4.5,46.91
2011,2,48,9.7,0.8,5.3,117.42
2011,3,17.7,15.7,4.9,10.3,204.74
2011,4,73.2,15.4,5.6,10.5,167.99
2011,5,57.8,17.3,7.3,12.3,136.52
2011,6,106.7,19.3,8.2,13.8,171.49
2011,7,142.6,18.1,9.1,13.6,108.56
2011,8,70.8,17.6,8.6,13.1,136.32
2011,9,74.8,13.9,7.0,10.5,70.09
2011,10,62.7,11.4,4.5,7.9,67.34
2011,11,84.3,6.6,0.4,3.5,42.17
2012,0,33.7,6.8,0.3,3.5,83.14
2012,1,18.8,7.3,1.2,4.2,70.43
2012,2,11.7,12.8,3.0,7.9,160.06
2012,3,96.3,9.6,2.0,5.8,105.84
2012,4,82.3,14.4,4.8,9.6,187.06
2012,5,156.1,15.8,7.7,11.7,102.21
2012,6,135.4,17.8,9.3,13.6,95.89
2012,7,128,19.7,9.7,14.7,141.58
2012,8,108.8,15.9,7.3,11.6,149.72
2012,9,101.4,11.0,2.6,6.8,107.11
2012,10,73.8,8.6,1.9,5.2,70.46
2012,11,86.8,5.7,0.0,2.9,51.28
2013,0,71,5.2,0.4,2.8,32.18
2013,1,25.2,5.8,-1.0,2.4,96.6
2013,2,47.4,4.5,-1.2,1.6,73.88
2013,3,34,10.4,1.9,6.2,159.42
2013,4,48.4,14.5,4.9,9.7,155.14
2013,5,27.7,18.4,7.5,12.9,163.84
2013,6,76.5,23.2,11.2,17.2,226.49
2013,7,60.3,20.3,10.3,15.3,137.41
2013,8,60.5,16.6,7.8,12.2,124.43
2013,9,96.4,13.5,7.6,10.6,60.53
2013,10,27.5,8.0,0.3,4.2,96.23
2013,11,136.7,8.4,2.2,5.3,43.57
2014,0,90.6,6.6,1.2,3.9,31.95
2014,1,88.7,7.3,1.6,4.4,60.75
2014,2,56,10.1,2.7,6.4,110.91
2014,3,67.9,12.9,4.7,8.8,128.02
2014,4,61.6,15.2,7.0,11.1,126.31
2014,5,65,18.9,9.6,14.2,143.18
2014,6,42.4,22.0,9.9,15.9,218.85
2014,7,124.2,18.3,8.7,13.5,157.15
2014,8,7.9,18.4,8.5,13.5,116.34
2014,9,136,13.9,6.4,10.2,80.84
2014,10,88,9.9,4.0,7.0,48.54
2014,11,85.3,6.5,0.2,3.4,54.57
2015,0,98.3,6.0,0.0,3.0,64.26
2015,1,31.6,6.5,-0.1,3.2,88.68
2015,2,50.7,9.0,1.6,5.3,108.47
2015,3,41.2,13.2,2.1,7.7,222.91
2015,4,60.7,13.6,4.5,9.0,177.51
2015,5,36.5,17.7,7.3,12.5,164.67
2015,6,116.3,18.6,9.0,13.8,132.95
2015,7,61.8,19.5,9.3,14.4,191.6
2015,8,33.3,17.0,6.4,11.7,167.17
2015,9,39.1,13.9,4.7,9.3,108.93
2015,10,153.9,10.4,3.8,7.1,57.74
2015,11,197.7,9.8,3.3,6.5,34.13
2016,0,174,6.4,1.0,3.7,29.0
2016,1,54.1,6.2,-0.5,2.9,93.4
2016,2,42.6,9.0,1.7,5.3,101.6
2016,3,59.1,9.9,2.0,6.0,156.6
2016,4,27,15.1,5.9,10.5,211.1
2016,5,56.2,17.4,8.6,13.0,153.9
2016,6,85.8,19.6,9.9,14.7,132.1
2016,7,77.7,19.7,8.9,14.3,175.3
2016,8,47.7,18.8,9.3,14.1,125.2
2016,9,47.8,12.9,4.9,8.9,95.3
2016,10,94.4,7.3,-0.1,3.6,93.1
2016,11,50.4,8.8,2.3,5.6,43.9
2017,0,30.77,6.5,0.1,3.3,75.37
2017,1,74.07,7.8,1.8,4.8,65.95
2017,2,85.98,10.9,2.9,6.9,140.23
2017,3,14.91,12.5,3.5,8.0,191.77
2017,4,34.61,17.0,6.8,11.9,196.25
2017,5,117.19,18.6,9.7,14.2,161.16
2017,6,71.63,18.7,9.7,14.2,159.91
2017,7,68.14,19.0,9.2,14.1,166.69
2017,8,66.98,16.3,8.0,12.2,111.17
2017,9,58.11,14.1,6.9,10.5,80.8
2017,10,62.85,7.9,1.0,4.5,94.54
2017,11,49.74,6.0,-0.4,2.8,69.33
