YEAR,MONTH,PRCP,TMAX,TMIN,TMED,TSUN
2009,0,33.8,6.2,1.2,3.7,58.3
2009,1,30.9,7.2,2.1,4.7,64.04
2009,2,17.3,10.5,3.4,6.9,181.43
2009,3,31.2,12.7,5.1,8.9,162.96
2009,4,35.8,14.9,7.2,11.1,259.37
2009,5,65.6,16.7,9.6,13.1,197.08
2009,6,144.8,19.1,11.8,15.4,191.16
2009,7,56.3,19.5,12.5,16.0,176.6
2009,8,23.1,17.2,10.5,13.8,138.93
2009,9,55.1,13.7,8.0,10.9,86.99
2009,10,128.6,10.5,5.3,7.9,70.83
2009,11,71.9,5.9,0.5,3.2,62.39
2010,0,63.7,4.0,-0.3,1.8,60.25
2010,1,77.6,4.9,-0.4,2.3,58.73
2010,2,61.7,9.4,2.6,6.0,121.89
2010,3,12.9,12.3,4.6,8.5,166.59
2010,4,27.4,13.6,5.8,9.7,215.13
2010,5,52.2,17.9,10.1,14.0,215.55
2010,6,58.3,19.6,12.3,16.0,156.58
2010,7,58.3,18.2,10.7,14.4,184.42
2010,8,80.5,17.0,10.4,13.7,152.67
2010,9,66.9,12.8,7.2,10.0,107.31
2010,10,125.7,7.9,2.8,5.4,83.73
2010,11,44.6,3.4,-2.5,0.4,65.02
2011,0,35.3,6.5,1.1,3.8,63.01
2011,1,63.9,8.3,3.2,5.8,58.2
2011,2,23.2,10.0,2.7,6.4,150.6
2011,3,6.6,15.0,6.5,10.7,222.0
2011,4,31.3,15.1,7.7,11.4,229.27
2011,5,52.1,17.5,9.3,13.4,201.22
2011,6,47.4,18.2,10.3,14.3,196.4
2011,7,109.1,17.8,11.0,14.4,143.1
2011,8,29.1,17.6,10.6,14.1,158.7
2011,9,55.8,14.4,8.7,11.5,100.24
2011,10,27.5,11.7,6.8,9.2,66.56
2011,11,41.8,7.8,2.5,5.2,51.23
2012,0,26.6,7.8,2.0,4.9,84.8
2012,1,10.7,7.8,2.2,5.0,78.5
2012,2,12.2,12.7,4.4,8.6,190.11
2012,3,125.2,9.8,3.5,6.6,106.66
2012,4,64.5,13.6,6.3,9.9,202.13
2012,5,116.8,15.1,9.0,12.1,114.32
2012,6,81.4,17.4,11.3,14.4,138.74
2012,7,120.4,18.9,11.8,15.3,157.7
2012,8,118.2,16.2,9.4,12.8,164.34
2012,9,94.7,12.1,5.1,8.6,131.73
2012,10,123.5,9.3,3.8,6.6,87.08
2012,11,123.2,6.8,1.6,4.2,60.93
2013,0,80.6,5.9,1.5,3.7,48.28
2013,1,32.6,5.9,0.7,3.3,80.5
2013,2,42.9,4.9,0.2,2.5,63.08
2013,3,16.7,10.2,3.7,6.9,154.24
2013,4,92.4,13.8,6.2,10.0,184.38
2013,5,31.1,16.8,9.1,13.0,188.92
2013,6,48.7,21.4,13.1,17.2,234.09
2013,7,74.0,19.7,12.3,16.0,184.87
2013,8,75.3,16.4,9.6,13.0,139.79
2013,9,88.9,14.3,9.4,11.8,76.24
2013,10,51.9,9.2,3.1,6.1,101.8
2013,11,42.7,9.1,3.5,6.3,61.26
2014,0,76.0,7.4,2.8,5.1,50.25
2014,1,56.5,8.5,3.0,5.7,87.23
2014,2,30.6,10.5,3.7,7.1,137.69
2014,3,51.3,12.4,6.3,9.3,129.72
2014,4,79.0,14.6,8.1,11.4,171.13
2014,5,36.8,17.5,10.8,14.2,166.51
2014,6,50.8,20.6,12.2,16.4,241.85
2014,7,80.5,17.9,10.8,14.3,199.49
2014,8,21.9,17.4,10.7,14.0,135.14
2014,9,65.1,14.7,8.6,11.6,108.3
2014,10,63.0,10.8,5.9,8.3,51.46
2014,11,32.1,8.1,2.3,5.2,89.03
2015,0,48.9,6.9,1.7,4.3,88.34
2015,1,14.0,7.5,1.5,4.5,106.49
2015,2,30.5,9.5,2.7,6.1,131.33
2015,3,20.4,12.2,3.9,8.1,245.79
2015,4,71.2,13.4,6.3,9.8,209.79
2015,5,20.8,16.7,8.5,12.6,212.1
2015,6,81.0,18.2,10.8,14.5,194.05
2015,7,84.3,18.9,11.6,15.2,218.48
2015,8,41.1,16.0,8.6,12.3,175.74
2015,9,92.2,13.9,7.3,10.6,102.64
2015,10,95.7,11.4,5.9,8.7,61.32
2015,11,102.0,11.2,5.2,8.2,42.13
2016,0,122.6,7.6,2.7,5.2,37.9
2016,1,28.5,7.6,1.2,4.4,110.1
2016,2,42.2,9.2,2.8,6.0,116.1
2016,3,76.6,10.0,3.3,6.7,169.0
2016,4,38.4,14.2,7.2,10.7,217.3
2016,5,53.1,16.3,9.6,13.0,159.8
2016,6,36.9,19.4,12.2,15.8,196.1
2016,7,72.4,19.2,12.4,15.8,205.8
2016,8,38.1,18.6,11.9,15.2,163.0
2016,9,52.6,13.5,8.0,10.7,107.4
2016,10,86.5,8.4,2.7,5.5,86.6
2016,11,40.0,9.4,3.8,6.6,55.3
2017,0,23.76,6.8,1.6,4.2,74.68
2017,1,51.0,8.5,3.2,5.9,65.17
2017,2,39.85,11.3,4.6,7.9,147.12
2017,3,26.4,12.5,4.8,8.6,189.37
2017,4,21.05,15.8,8.3,12.0,216.97
2017,5,107.89,18.0,11.3,14.7,186.88
2017,6,69.84,18.4,11.4,14.9,182.34
2017,7,49.42,18.5,11.3,14.9,189.32
2017,8,89.1,16.3,9.9,13.1,124.6
2017,9,35.96,14.8,9.3,12.1,89.61
2017,10,78.36,9.4,3.5,6.5,97.28
2017,11,28.22,7.4,1.8,4.6,73.04
