YEAR,MONTH,PRCP,TMAX,TMIN,TMED,TSUN
2009,0,55.1,4.8,0.2,2.5,50.32
2009,1,53.8,6.0,1.2,3.5,50.58
2009,2,23.0,10.2,2.6,6.4,153.94
2009,3,28.6,13.1,4.5,8.8,142.72
2009,4,43.2,15.3,7.0,11.2,219.65
2009,5,38.9,17.8,9.1,13.4,174.6
2009,6,91.7,20.2,10.8,15.5,191.19
2009,7,33.2,21.4,12.1,16.8,177.85
2009,8,26.4,18.1,9.8,14.0,139.21
2009,9,75.7,13.7,7.6,10.6,81.53
2009,10,108.2,10.2,4.6,7.4,79.15
2009,11,89.7,4.5,-0.3,2.1,60.28
2010,0,72.8,2.6,-1.3,0.7,43.21
2010,1,62.9,3.7,-0.9,1.4,49.68
2010,2,59.3,9.4,2.0,5.7,131.15
2010,3,22.3,13.0,4.0,8.5,162.46
2010,4,17.4,14.3,5.6,10.0,210.4
2010,5,73.1,19.0,9.4,14.2,220.59
2010,6,39.4,20.9,11.9,16.4,146.73
2010,7,58.5,19.5,10.5,15.0,158.82
2010,8,104.9,17.0,10.0,13.5,131.67
2010,9,64.7,12.5,6.8,9.7,105.49
2010,10,91.6,7.0,2.0,4.5,68.06
2010,11,33.7,1.4,-3.9,-1.3,59.63
2011,0,46.9,5.4,0.5,3.0,54.9
2011,1,56.4,7.8,2.9,5.3,56.56
2011,2,5.0,9.8,2.6,6.2,126.73
2011,3,2.7,16.1,6.0,11.0,217.49
2011,4,38.3,15.9,7.1,11.5,205.33
2011,5,55.1,18.7,9.0,13.8,204.73
2011,6,71.6,18.8,10.1,14.5,166.58
2011,7,76.8,19.3,10.4,14.8,144.26
2011,8,32.3,18.5,10.7,14.6,152.18
2011,9,77.1,14.8,8.0,11.4,111.94
2011,10,26.4,11.2,6.2,8.7,50.91
2011,11,55.7,6.9,1.9,4.4,59.33
2012,0,36.8,7.0,1.5,4.3,71.82
2012,1,19.8,6.2,0.4,3.3,80.86
2012,2,17.3,12.4,3.4,7.9,180.23
2012,3,129.8,9.8,2.6,6.2,104.31
2012,4,49.8,14.3,5.8,10.1,196.76
2012,5,123.6,16.1,8.8,12.5,100.3
2012,6,81.7,18.6,10.7,14.7,152.72
2012,7,91.2,20.5,11.7,16.1,151.58
2012,8,77.5,16.7,8.6,12.7,158.19
2012,9,80.8,11.8,5.5,8.6,107.22
2012,10,119.1,8.5,3.2,5.8,63.15
2012,11,106.7,5.9,0.9,3.4,59.12
2013,0,52.1,4.7,0.7,2.7,46.42
2013,1,32.3,4.6,0.1,2.3,81.05
2013,2,45.7,3.9,-0.5,1.7,69.67
2013,3,10.9,10.9,2.9,6.9,181.57
2013,4,76.7,14.4,5.7,10.1,184.32
2013,5,58.6,17.0,8.6,12.8,176.15
2013,6,21.3,22.4,11.7,17.0,243.44
2013,7,50.2,21.7,11.6,16.6,186.67
2013,8,24.2,17.4,9.4,13.4,136.66
2013,9,82.7,14.6,9.1,11.8,93.36
2013,10,30.3,8.4,2.6,5.5,84.78
2013,11,41.7,8.3,2.1,5.2,60.5
2014,0,122.3,6.9,2.0,4.5,51.48
2014,1,79.2,8.3,2.2,5.2,89.29
2014,2,49.0,10.7,3.1,6.9,124.38
2014,3,29.6,13.3,5.5,9.4,129.5
2014,4,114.6,15.4,7.8,11.6,162.91
2014,5,51.7,18.5,10.1,14.3,151.38
2014,6,62.7,21.9,11.6,16.7,224.96
2014,7,87.7,19.1,10.4,14.7,184.78
2014,8,25.4,17.6,10.4,14.0,95.46
2014,9,84.4,14.6,8.7,11.6,98.56
2014,10,104.1,10.1,5.4,7.8,45.52
2014,11,39.8,6.8,1.7,4.3,78.25
2015,0,32.0,6.2,0.7,3.4,76.57
2015,1,34.3,6.2,0.7,3.4,97.91
2015,2,29.7,9.3,2.2,5.7,118.35
2015,3,21.3,12.6,3.3,8.0,204.72
2015,4,90.9,13.8,5.8,9.8,186.71
2015,5,45.4,17.7,8.0,12.8,196.64
2015,6,75.3,19.0,10.2,14.6,177.73
2015,7,74.2,20.5,11.2,15.9,169.89
2015,8,57.6,16.2,8.0,12.1,147.47
2015,9,72.2,13.6,7.3,10.5,84.56
2015,10,86.8,11.1,5.1,8.1,45.85
2015,11,119.7,10.9,5.0,7.9,34.55
2016,0,93.5,6.8,1.7,4.2,33.7
2016,1,49.3,6.9,0.8,3.8,109.1
2016,2,96.2,8.5,2.1,5.3,102.8
2016,3,89.8,10.3,2.4,6.4,160.2
2016,4,37.8,15.0,6.8,10.9,183.3
2016,5,60.8,17.6,9.6,13.6,136.1
2016,6,54.3,21.2,11.9,16.6,198.2
2016,7,87.1,20.9,12.2,16.6,198.3
2016,8,32.0,19.3,11.8,15.6,140.2
2016,9,55.0,13.2,7.8,10.5,102.9
2016,10,88.1,7.8,2.5,5.1,73.8
2016,11,31.3,8.4,2.9,5.6,60.6
2017,0,40.37,5.7,1.1,3.4,54.69
2017,1,61.96,7.7,2.7,5.2,62.89
2017,2,40.4,11.0,4.0,7.5,131.6
2017,3,22.43,12.4,3.4,7.9,175.0
2017,4,46.57,16.5,7.6,12.0,200.34
2017,5,149.98,19.1,10.8,14.9,190.44
2017,6,105.78,20.5,11.1,15.8,185.36
2017,7,87.64,19.6,11.3,15.4,192.62
2017,8,77.02,16.5,9.8,13.1,116.91
2017,9,45.91,14.4,8.9,11.7,91.28
2017,10,67.97,8.7,3.1,5.9,85.52
2017,11,42.51,6.1,1.3,3.7,65.19
